year,name_last,name_first,team,position,salary,years,total_value,avg_annual
2024,Knizner,Andrew,Rangers,C,1825000,,,
2024,Littell,Zack,Rays,RHP,1850000,,,
2024,Refsnyder,Rob,Red Sox,OF,1850000,,,
2024,Rasmussen,Drew,Rays,RHP,1862500,,,
2024,Garcia,Luis,Astros,RHP,1875000,,,
2024,Matzek,Tyler,Braves,LHP,1900000,,,
2024,Almonte,Yency,Cubs,RHP,1900000,,,
2024,Karinchak,James,Guardians,RHP,1900000,,,
2024,Tauchman,Michael,Cubs,OF,1950000,,,
2024,Garcia Jr.,Luis,Nationals,2B,1950000,,,
2024,Alexander,Tyler,Rays,LHP,1950000,,,
2024,Wells,Tyler,Orioles,RHP,1962500,,,
2024,Carrasco,Carlos,Guardians,RHP,2000000,,,
2024,Barnes,Matt,Nationals,RHP,2000000,,,
2024,Winker,Jesse,Nationals,OF,2000000,,,
2024,Vogelbach,Daniel,Blue Jays,DH,2000000,,,
2024,Arcia,Orlando,Braves,SS,2000000,3 (2023-25),7300000,2433333
2024,Crawford,Brandon,Cardinals,SS,2000000,,,
2024,Hudson,Daniel,Dodgers,RHP,2000000,,,
2024,Lopez,Jorge,Mets,RHP,2000000,,,
2024,Wendle,Joey,Mets,INF,2000000,,,
2024,Senzel,Nick,Nationals,3B,2000000,,,
2024,Irvin,Cole,Orioles,LHP,2000000,,,
2024,Turnbull,Spencer,Phillies,RHP,2000000,,,
2024,Hendriks,Liam,Red Sox,RHP,2000000,2 (2024-25),10000000,5000000
2024,Rodriguez,Joely,Red Sox,LHP,2000000,,,
2024,Frazier,Adam,Royals,2B,2000000,,,
2024,Hampson,Garrett,Royals,2B,2000000,,,
2024,Weaver,Luke,Yankees,RHP,2000000,,,
2024,Taylor,Tyrone,Mets,OF,2025000,,,
2024,Schmidt,Clarke,Yankees,RHP,2025000,,,
2024,Milner,Hoby,Brewers,LHP,2050000,,,
2024,Bethancourt,Christian,Marlins,C,2050000,,,
2024,Armstrong,Shawn,Rays,RHP,2050000,,,
2024,Sanchez,Jesus,Marlins,OF,2100000,,,
2024,Urias,Ramon,Orioles,3B,2100000,,,
2024,Alzolay,Adbert,Cubs,RHP,2110000,,,
2024,Joe,Connor,Pirates,OF,2125000,,,
2024,May,Dustin,Dodgers,RHP,2135000,,,
2024,Richards,Trevor,Blue Jays,RHP,2150000,,,
2024,Peterson,David,Mets,LHP,2150000,,,
2024,Fraley,Jake,Reds,OF,2150000,,,
2024,Higashioka,Kyle,Padres,C,2180000,,,
2024,Munoz,Andres,Mariners,RHP,2187500,4 (2022-25),7500000,1875000
2024,Hoffman,Jeff,Phillies,RHP,2200000,,,
2024,Smith,Drew,Mets,RHP,2225000,,,
2024,Alexander,Scott,Athletics,LHP,2250000,,,
2024,Chourio,Jackson,Brewers,OF,2250000,(8 (2024-31),82000000,10250000
2024,Floro,Dylan,Nationals,RHP,2250000,,,
2024,Farmer,Buck,Reds,RHP,2250000,,,
2024,Kittredge,Andrew,Cardinals,RHP,2262500,,,
2024,Brubaker,JT,Pirates,RHP,2275000,,,
2024,Coulombe,Danny,Orioles,LHP,2300000,,,
2024,Harvey,Hunter,Nationals,RHP,2325000,,,
2024,Carlson,Dylan,Cardinals,OF,2350000,,,
2024,Bubic,Kris,Royals,LHP,2350000,,,
2024,Poche,Colin,Rays,LHP,2375000,,,
2024,Ferguson,Caleb,Yankees,LHP,2400000,,,
2024,Jeffers,Ryan,Twins,C,2425000,,,
2024,Franco,Wander,Rays,SS,2454545,11 (2022-32),182000000,16545454.5455
2024,Davis,J.D.,Athletics,3B,2500000,,,
2024,Woodruff,Brandon,Brewers,RHP,2500000,2 (2024-25),22000000,11000000
2024,Gallo,Joey,Nationals,OF,2500000,,,
2024,Grandal,Yasmani,Pirates,C,2500000,,,
2024,Suter,Brent,Reds,LHP,2500000,,,
2024,Loaisiga,Jonathan,Yankees,RHP,2500000,,,
2024,Stephenson,Tyler,Reds,C,2525000,,,
2024,Paddack,Chris,Twins,RHP,2525000,3 (2023-25),12525000,4175000
2024,Taveras,Leody,Rangers,OF,2550000,,,
2024,Canning,Griffin,Angels,RHP,2600000,,,
2024,Brown,Seth,Athletics,OF,2600000,,,
2024,Chisholm Jr.,Jazz,Marlins,OF,2625000,,,
2024,Robles,Victor,Nationals,OF,2650000,,,
2024,Skubal,Tarik,Tigers,LHP,2650000,,,
2024,Graterol,Brusdar,Dodgers,RHP,2700000,,,
2024,Mateo,Jorge,Orioles,2B,2700000,,,
2024,Adam,Jason,Rays,RHP,2700000,,,
2024,Wisdom,Patrick,Cubs,OF,2725000,,,
2024,Espinal,Santiago,Reds,INF,2725000,,,
2024,Trevino,Jose,Yankees,C,2730000,,,
2024,Swanson,Erik,Blue Jays,RHP,2750000,,,
2024,Kirk,Alejandro,Blue Jays,C,2800000,,,
2024,Keith,Colt,Tigers,2B,2833333,6 (2024-29),28642500,4773750
2024,McCormick,Chas,Astros,OF,2850000,,,
2024,Sims,Lucas,Reds,RHP,2850000,,,
2024,Clase,Emmanuel,Guardians,RHP,2900000,,,
2024,Duvall,Adam,Braves,OF,3000000,,,
2024,Sanchez,Gary,Brewers,C,3000000,,,
2024,McGough,Scott,Diamondbacks,RHP,3000000,2 (2023-24),6250000,3125000
2024,Maile,Luke,Reds,C,3000000,,,
2024,Miller,Shelby,Tigers,RHP,3000000,,,
2024,Kopech,Michael,White Sox,RHP,3000000,,,
2024,Soroka,Michael,White Sox,RHP,3000000,,,
2024,Heim,Jonah,Rangers,C,3050000,,,
2024,Rojas,Josh,Mariners,3B,3100000,,,
2024,Witt Jr.,Bobby,Royals,SS,3111111,11 (2024-34),288777777,26252525
2024,Moore,Dylan,Mariners,OF,3133333,,,
2024,King,Michael,Padres,RHP,3150000,,,
2024,Gomber,Austin,Rockies,LHP,3150000,,,
2024,Rogers,Tyler,Giants,RHP,3200000,,,
2024,Tellez,Rowdy,Pirates,1B,3200000,,,
2024,Rodgers,Brendan,Rockies,2B,3200000,,,
2024,Thielbar,Caleb,Twins,LHP,3225000,,,
2024,Matsui,Yuki,Padres,LHP,3250000,5 (2024-28),28000000,5600000
2024,Vaughn,Andrew,White Sox,1B,3250000,,,
2024,Castro,Willi,Twins,OF,3300000,,,
2024,Means,John,Orioles,LHP,3325000,,,
2024,Dunning,Dane,Rangers,RHP,3325000,,,
2024,Greene,Hunter,Reds,RHP,3333333,6 (2023-28),53000000,8833333
2024,Peralta,Wandy,Padres,LHP,3350000,4 (2024-27),16500000,4125000
2024,Paredes,Isaac,Rays,3B,3400000,,,
2024,Blackburn,Paul,Athletics,RHP,3450000,,,
2024,Dubon,Mauricio,Astros,2B,3500000,,,
2024,Rea,Colin,Brewers,RHP,3500000,,,
2024,Barnes,Austin,Dodgers,C,3500000,,,
2024,Wade,LaMonte,Giants,1B,3500000,,,
2024,O'Hearn,Ryan,Orioles,1B,3500000,,,
2024,Whitlock,Garrett,Red Sox,RHP,3500000,4 (2023-26),18750000,4687500
2024,Stratton,Chris,Royals,RHP,3500000,2 (2024-25),8000000,4000000
2024,Kelly,Carson,Tigers,C,3500000,,,
2024,Mayza,Tim,Blue Jays,LHP,3590000,,,
2024,McClanahan,Shane,Rays,LHP,3600000,,,
2024,Carroll,Corbin,Diamondbacks,OF,3625000,8 (2023-31),111000000,13875000
2024,Berti,Jon,Yankees,INF,3625000,,,
2024,Urquidy,Jose,Astros,RHP,3750000,,,
2024,Helsley,Ryan,Cardinals,RHP,3800000,,,
2024,Ramirez,Harold,Rays,OF,3800000,,,
2024,India,Jonathan,Reds,2B,3800000,2 (2024-25),8800000,4400000
2024,Fairbanks,Pete,Rays,RHP,3816667,,,
2024,Yarbrough,Ryan,Dodgers,LHP,3900000,,,
2024,Cortes,Nestor,Yankees,LHP,3950000,,,
2024,Lopez,Reynaldo,Braves,RHP,4000000,3 (2024-26),30000000,10000000
2024,Junis,Jakob,Brewers,RHP,4000000,,,
2024,Steele,Justin,Cubs,LHP,4000000,,,
2024,Hernandez,Kike,Dodgers,INF,4000000,,,
2024,Phillips,Evan,Dodgers,RHP,4000000,,,
2024,Murphy,Tom,Giants,C,4000000,2 (2024-25),8250000,4125000
2024,Slater,Austin,Giants,OF,4000000,,,
2024,Hedges,Austin,Guardians,C,4000000,,,
2024,Stanek,Ryne,Mariners,RHP,4000000,,,
2024,Diekman,Jake,Mets,LHP,4000000,,,
2024,Rosario,Eddie,Nationals,OF,4000000,,,
2024,Bohm,Alec,Phillies,3B,4000000,,,
2024,Taylor,Michael A.,Pirates,OF,4000000,,,
2024,Brebbia,John,White Sox,RHP,4000000,,,
2024,Maldonado,Martin,White Sox,C,4000000,,,
2024,Gilbert,Logan,Mariners,RHP,4050000,,,
2024,Mountcastle,Ryan,Orioles,DH,4137000,,,
2024,Biggio,Cavan,Blue Jays,2B,4210000,,,
2024,Garcia,Luis,Angels,RHP,4250000,,,
2024,Dominguez,Seranthony,Phillies,RHP,4250000,,,
2024,Chafin,Andrew,Tigers,LHP,4250000,,,
2024,Lopez,Nicky,White Sox,2B,4300000,,,
2024,Rengifo,Luis,Angels,2B,4400000,,,
2024,Brasier,Ryan,Dodgers,RHP,4500000,2 (2024-25),9000000,4500000
2024,Ottavino,Adam,Mets,RHP,4500000,2 (2023-24),14500000,7250000
2024,Lorenzen,Michael,Rangers,RHP,4500000,,,
2024,Yates,Kirby,Rangers,RHP,4500000,,,
2024,Bednar,David,Pirates,RHP,4510000,,,
2024,Estrada,Thairo,Giants,2B,4700000,,,
2024,Garcia,Adolis,Rangers,OF,4750000,2 (2024-25),14000000,7000000
2024,Ward,Taylor,Angels,OF,4800000,,,
2024,Singer,Brady,Royals,RHP,4850000,,,
2024,Civale,Aaron,Rays,RHP,4900000,,,
2024,Harris II,Mike,Braves,OF,5000000,8 (2023-30),72000000,9000000
2024,Middleton,Keynan,Cardinals,RHP,5000000,,,
2024,Castro,Miguel,Diamondbacks,RHP,5000000,,,
2024,Peterson,Jace,Diamondbacks,INF,5000000,2 (2023-24),9500000,4750000
2024,Kershaw,Clayton,Dodgers,LHP,5000000,2 (2024-25),10000000,5000000
2024,Urias,Luis,Mariners,2B,5000000,,,
2024,Anderson,Tim,Marlins,SS,5000000,,,
2024,Soto,Gregory,Phillies,LHP,5000000,,,
2024,McCutchen,Andrew,Pirates,OF,5000000,,,
2024,Smith,Will,Royals,LHP,5000000,,,
2024,Sandoval,Patrick,Angels,LHP,5025000,,,
2024,Houser,Adrian,Mets,RHP,5050000,,,
2024,Suarez,Ranger,Phillies,LHP,5050000,,,
2024,Finnegan,Kyle,Nationals,RHP,5100000,,,
2024,Laureano,Ramon,Guardians,OF,5150000,,,
2024,Jansen,Danny,Blue Jays,C,5200000,,,
2024,Springs,Jeffrey,Rays,LHP,5250000,4 (2023-26),31000000,7750000
2024,Santana,Carlos,Twins,1B,5250000,,,
2024,Gonsolin,Anthony,Dodgers,RHP,5400000,,,
2024,Keller,Mitch,Pirates,RHP,5442500,5 (2024-28),77000000,15400000
2024,Thomas,Lane,Nationals,OF,5450000,,,
2024,Bummer,Aaron,Braves,LHP,5500000,5 (2020-24),16000000,3200000
2024,Luzardo,Jesus,Marlins,LHP,5500000,,,
2024,Mahle,Tyler,Rangers,RHP,5500000,2 (2024-25),22000000,11000000
2024,Renfroe,Hunter,Royals,OF,5500000,2 (2024-25),13000000,6500000
2024,Grisham,Trent,Yankees,OF,5500000,,,
2024,Gimenez,Andres,Guardians,2B,5571429,7 (2023-29),106500000,15214286
2024,Varsho,Daulton,Blue Jays,OF,5650000,,,
2024,Scott,Tanner,Marlins,LHP,5700000,,,
2024,Peralta,Freddy,Brewers,RHP,5734960,5 (2020-24),15500000,3100000
2024,Gallegos,Giovanny,Cardinals,RHP,5750000,,,
2024,Rojas,Miguel,Dodgers,SS,5750000,,,
2024,Kahnle,Tommy,Yankees,RHP,5750000,3 (2022-24),14500000,4833333
2024,O'Neill,Tyler,Red Sox,OF,5850000,,,
2024,Caratini,Victor,Astros,C,6000000,2 (2024-25),12000000,6000000
2024,Garcia,Yimi,Blue Jays,RHP,6000000,,,
2024,Gomes,Yan,Cubs,C,6000000,,,
2024,Diaz,Elias,Rockies,C,6000000,3 (2022-24),14500000,4833333.3333
2024,Holmes,Clay,Yankees,RHP,6000000,,,
2024,Farmer,Kyle,Twins,2B,6050000,,,
2024,Minter,A.J.,Braves,LHP,6220000,,,
2024,Carpenter,Matt,Cardinals,DH,6240000,2 (2023-24),12000000,6000000
2024,Leclerc,Jose,Rangers,RHP,6250000,,,
2024,Maton,Phil,Rays,RHP,6250000,,,
2024,Hays,Austin,Orioles,OF,6300000,,,
2024,Mullins,Cedric,Orioles,OF,6325000,,,
2024,Ruiz,Keibert,Nationals,C,6375000,8 (2023-30),50000000,6250000
2024,Flores,Wilmer,Giants,SS,6500000,,,
2024,Hicks,Jordan,Giants,RHP,6500000,4 (2024-27),44000000,11000000
2024,Jackson,Luke,Giants,RHP,6500000,2 (2023-24),11500000,5750000
2024,Raley,Brooks,Mets,LHP,6500000,,,
2024,Naylor,Josh,Guardians,1B,6550000,,,
2024,Quantrill,Cal,Rockies,RHP,6550000,,,
2024,Barlow,Scott,Guardians,RHP,6700000,,,
2024,Estevez,Carlos,Angels,RHP,6750000,2 (2023-24),13500000,6750000
2024,France,Ty,Mariners,1B,6775000,,,
2024,Albies,Ozzie,Braves,2B,7000000,7 (2019-25),35000000,5000000
2024,Johnson,Pierce,Braves,RHP,7000000,2 (2024-25),14250000,7125000
2024,Williams,Devin,Brewers,RHP,7000000,,,
2024,Edman,Tommy,Cardinals,SS,7000000,2 (2024-25),16500000,8250000
2024,Paxton,James,Dodgers,LHP,7000000,,,
2024,Narvaez,Omar,Mets,C,7000000,2 (2023-24),15000000,7500000
2024,Williams,Trevor,Nationals,RHP,7000000,2 (2023-24),13000000,6500000
2024,Merrifield,Whit,Phillies,INF,7000000,,,
2024,Hayes,Ke'Bryan,Pirates,3B,7000000,8 (2022-29),70000000,8750000
2024,Stassi,Max,White Sox,C,7000000,3 (2022-24),17500000,5833333.3333
2024,Cronenworth,Jake,Padres,1B,7285714,7 (2024-30),80000000,11428571
2024,Sewald,Paul,Diamondbacks,RHP,7350000,,,
2024,Javier,Cristian,Astros,RHP,7400000,5 (2023-27),64000000,12800000
2024,Kiner-Falefa,Isiah,Blue Jays,3B,7500000,2 (2024-25),15000000,7500000
2024,Strahm,Matt,Phillies,LHP,7500000,2 (2023-24),15000000,7500000
2024,Lowe,Nate,Rangers,1B,7500000,,,
2024,Pivetta,Nick,Red Sox,RHP,7500000,,,
2024,Fedde,Erick,White Sox,RHP,7500000,2 (2024-25),15000000,7500000
2024,Romano,Jordan,Blue Jays,RHP,7750000,,,
2024,Yastrzemski,Mike,Giants,OF,7900000,,,
2024,Graveman,Kendall,Astros,RHP,8000000,3 (2022-24),24000000,8000000
2024,Diaz,Aledmys,Athletics,INF,8000000,2 (2023-24),14500000,7250000
2024,d'Arnaud,Travis,Braves,C,8000000,,,
2024,Jimenez,Joe,Braves,RHP,8000000,3 (2024-26),26000000,8666667
2024,Kelly,Joe,Dodgers,RHP,8000000,,,
2024,Webb,Logan,Giants,RHP,8000000,5 (2024-28),90000000,18000000
2024,Cease,Dylan,Padres,RHP,8000000,,,
2024,Kim,Ha-Seong,Padres,SS,8000000,4 (2021-24),28000000,7000000
2024,Perez,Martin,Pirates,LHP,8000000,,,
2024,Diaz,Yandy,Rays,1B,8000000,3 (2023-25),24000000,8000000
2024,Pagan,Emilio,Reds,RHP,8000000,2 (2024-25),16000000,8000000
2024,Buehler,Walker,Dodgers,RHP,8025000,,,
2024,Arozarena,Randy,Rays,OF,8100000,,,
2024,Lee,Jung-Hoo,Giants,OF,8250000,6 (2024-29),113000000,18833333
2024,Lopez,Pablo,Twins,RHP,8250000,4 (2024-27),73500000,18375000
2024,Robertson,David,Rangers,RHP,8283253,,,
2024,Drury,Brandon,Angels,DH,8500000,2 (2023-24),17000000,8500000
2024,Wood,Alex,Athletics,LHP,8500000,,,
2024,Miley,Wade,Brewers,LHP,8500000,,,
2024,Kelly,Merrill,Diamondbacks,RHP,8500000,2 (2023-24),18000000,9000000
2024,Lyles,Jordan,Royals,RHP,8500000,2 (2023-24),17000000,8500000
2024,Verdugo,Alex,Yankees,OF,8700000,,,
2024,Lowe,Brandon,Rays,2B,8750000,6 (2019-24),24000000,4000000
2024,Moore,Matt,Angels,LHP,9000000,,,
2024,Murphy,Sean,Braves,C,9000000,6 (2023-28),73000000,12166667
2024,Neris,Hector,Cubs,RHP,9000000,,,
2024,Heyward,Jason,Dodgers,OF,9000000,,,
2024,Alvarado,Jose,Phillies,LHP,9025000,3 (2023-25),22000000,11000000
2024,Yamamoto,Yoshinobu,Dodgers,RHP,9166667,12 (2024-35),325000000,27083333
2024,Alcantara,Sandy,Marlins,RHP,9300000,5 (2022-26),56000000,11200000
2024,Imanaga,Shota,Cubs,LHP,9500000,4 (2024-27),53000000,13250000
2024,Pederson,Joc,Diamondbacks,OF,9500000,,,
2024,Muncy,Max,Dodgers,3B,9500000,2 (2024-25),24000000,12000000
2024,Martin,Chris,Red Sox,RHP,9500000,2 (2023-24),17500000,8750000
2024,Bard,Daniel,Rockies,RHP,9500000,,,
2024,Kikuchi,Yusei,Blue Jays,LHP,10000000,3 (2022-24),36000000,12000000
2024,Gray,Sonny,Cardinals,RHP,10000000,3 (2024-26),75000000,25000000
2024,Lynn,Lance,Cardinals,RHP,10000000,,,
2024,Gurriel Jr.,Lourdes,Diamondbacks,OF,10000000,3 (2024-26),42000000,14000000
2024,Cobb,Alex,Giants,RHP,10000000,,,
2024,Soler,Jorge,Giants,DH,10000000,3 (2024-26),42000000,14000000
2024,Suarez,Robert,Padres,RHP,10000000,5 (2023-27),46000000,9200000
2024,Marquez,German,Rockies,RHP,10000000,2 (2024-25),20000000,10000000
2024,Kepler,Max,Twins,OF,10000000,,,
2024,Margot,Manuel,Twins,OF,10000000,,,
2024,Vazquez,Christian,Twins,C,10000000,3 (2023-25),30000000,10000000
2024,Gallen,Zac,Diamondbacks,RHP,10011000,,,
2024,Hicks,Aaron,Angels,OF,10240000,7 (2019-25),70000000,10000000
2024,McNeil,Jeff,Mets,2B,10250000,4 (2023-26),50000000,12500000
2024,Reynolds,Bryan,Pirates,OF,10250000,8 (2023-30),106750000,13343750
2024,Green,Chad,Blue Jays,RHP,10500000,2 (2023-24),8500000,4250000
2024,Kiermaier,Kevin,Blue Jays,OF,10500000,,,
2024,Smyly,Drew,Cubs,LHP,10500000,2 (2023-24),19000000,9500000
2024,Garver,Mitch,Mariners,DH,10500000,2 (2024-25),24000000,12000000
2024,Polanco,Jorge,Mariners,2B,10500000,,,
2024,Bader,Harrison,Mets,OF,10500000,,,
2024,Chapman,Aroldis,Pirates,LHP,10500000,,,
2024,Arraez,Luis,Marlins,2B,10600000,,,
2024,Alvarez,Yordan,Astros,DH,10833333,6 (2023-28),115000000,19166667
2024,Walker,Christian,Diamondbacks,1B,10900000,,,
2024,Stephenson,Robert,Angels,RHP,11000000,3 (2024-26),33000000,11000000
2024,Suarez,Eugenio,Diamondbacks,3B,11000000,7 (2018-24),66000000,9428571.4286
2024,Crawford,J.P.,Mariners,SS,11000000,5 (2022-26),51000000,10200000
2024,Eflin,Zach,Rays,RHP,11000000,3 (2023-25),40000000,13333333
2024,Montero,Rafael,Astros,RHP,11500000,3 (2023-25),34500000,11500000
2024,Hoerner,Nico,Cubs,2B,11500000,3 (2024-26),35000000,11666667
2024,Canha,Mark,Tigers,OF,11500000,,,
2024,Santander,Anthony,Orioles,OF,11700000,,,
2024,Tatis Jr.,Fernando,Padres,OF,11714286,14 (2021-34),340000000,24285714.2857
2024,Tucker,Kyle,Astros,OF,12000000,,,
2024,Hoskins,Rhys,Brewers,1B,12000000,2 (2024-25),34000000,17000000
2024,Gibson,Kyle,Cardinals,RHP,12000000,,,
2024,Rogers,Taylor,Giants,LHP,12000000,3 (2023-25),33000000,11000000
2024,Garcia,Avisail,Marlins,OF,12000000,4 (2022-25),53000000,13250000
2024,Kimbrel,Craig,Orioles,RHP,12000000,,,
2024,McCann,James,Orioles,C,12000000,4 (2021-24),40600000,10150000
2024,Gonzales,Marco,Pirates,LHP,12000000,4 (2021-24),30000000,7500000
2024,McMahon,Ryan,Rockies,3B,12000000,6 (2022-27),70000000,11666667
2024,Senzatela,Antonio,Rockies,RHP,12000000,5 (2022-26),50500000,10100000
2024,DeSclafani,Anthony,Twins,RHP,12000000,3 (2022-24),36000000,12000000
2024,Bichette,Bo,Blue Jays,SS,12083333,3 (2023-25),33600000,11200000
2024,Valdez,Framber,Astros,LHP,12100000,,,
2024,Rodriguez,Julio,Mariners,OF,12185714,12 (2023-34),209300000,17441667
2024,Adames,Willy,Brewers,SS,12250000,,,
2024,Stripling,Ross,Athletics,RHP,12500000,2 (2023-24),25000000,12500000
2024,Matz,Steven,Cardinals,LHP,12500000,4 (2022-25),44000000,11000000
2024,Robert Jr.,Luis,White Sox,OF,12500000,6 (2020-25),50000000,8333333.3333
2024,Anderson,Tyler,Angels,LHP,13000000,3 (2023-25),39000000,13000000
2024,Turner,Justin,Blue Jays,DH,13000000,,,
2024,Taylor,Chris,Dodgers,OF,13000000,4 (2022-25),60000000,15000000
2024,Quintana,Jose,Mets,LHP,13000000,2 (2023-24),26000000,13000000
2024,Severino,Luis,Mets,RHP,13000000,,,
2024,Gray,Jon,Rangers,RHP,13000000,4 (2022-25),56000000,14000000
2024,Heaney,Andrew,Rangers,LHP,13000000,2 (2023-24),25000000,12500000
2024,Candelario,Jeimer,Reds,3B,13000000,3 (2024-26),45000000,15000000
2024,Blackmon,Charlie,Rockies,DH,13000000,,,
2024,Bieber,Shane,Guardians,RHP,13125000,,,
2024,Smith,Will,Dodgers,C,13550000,10 (2024-33),140000000,
2024,Marte,Ketel,Diamondbacks,2B,13600000,5 (2023-27),76000000,15200000
2024,Jimenez,Eloy,White Sox,DH,13833333,6 (2019-24),43000000,7166666.6667
2024,Pressly,Ryan,Astros,RHP,14000000,2 (2023-24),30000000,15000000
2024,Rodriguez,Eduardo,Diamondbacks,LHP,14000000,4 (2024-27),80000000,20000000
2024,Martinez,Nick,Reds,RHP,14000000,2 (2024-25),26000000,13000000
2024,Flaherty,Jack,Tigers,RHP,14000000,,,
2024,Maeda,Kenta,Tigers,RHP,14000000,2 (2024-25),24000000,12000000
2024,Torres,Gleyber,Yankees,2B,14200000,,,
2024,Manaea,Sean,Mets,LHP,14500000,2 (2024-25),28000000,14000000
2024,Fried,Max,Braves,LHP,15000000,,,
2024,Glasnow,Tyler,Dodgers,RHP,15000000,5 (2024-28),136562500,27312500
2024,Freeland,Kyle,Rockies,LHP,15000000,5 (2022-26),64500000,12900000
2024,Lugo,Seth,Royals,RHP,15000000,3 (2024-26),45000000,15000000
2024,LeMahieu,DJ,Yankees,3B,15000000,6 (2021-26),90000000,15000000
2024,Buxton,Byron,Twins,OF,15142857,7 (2022-28),100000000,14285714.2857
2024,Burnes,Corbin,Orioles,RHP,15637500,,,
2024,Senga,Kodai,Mets,RHP,15666667,5 (2023-27),75000000,15000000
2024,Iglesias,Raisel,Braves,RHP,16000000,4 (2022-25),58000000,14500000
2024,Sale,Chris,Braves,LHP,16000000,2 (2024-25),38000000,18000000
2024,Darvish,Yu,Padres,RHP,16000000,6 (2023-28),108000000,18000000
2024,Jansen,Kenley,Red Sox,RHP,16000000,2 (2023-24),32000000,16000000
2024,Montas,Frankie,Reds,RHP,16000000,,,
2024,Wacha,Michael,Royals,RHP,16000000,2 (2024-25),32000000,16000000
2024,Hendricks,Kyle,Cubs,RHP,16500000,,,
2024,Bell,Josh,Marlins,1B,16500000,2 (2023-24),33000000,16500000
2024,Acuna Jr.,Ronald,Braves,OF,17000000,8 (2019-26),100000000,12500000
2024,Ramirez,Jose,Guardians,3B,17000000,7 (2022-28),141000000,20142857.1429
2024,Haniger,Mitch,Mariners,OF,17000000,3 (2023-25),43500000,14500000
2024,Eovaldi,Nathan,Rangers,RHP,17000000,2 (2023-24),34000000,17000000
2024,Rizzo,Anthony,Yankees,1B,17000000,2 (2023-24),40000000,20000000
2024,Machado,Manny,Padres,3B,17090909,11 (2023-33),350000000,31818182
2024,Benintendi,Andrew,White Sox,OF,17100000,5 (2023-27),75000000,15000000
2024,Mikolas,Miles,Cardinals,RHP,17666667,3 (2023-25),55750000,18583333
2024,McCullers Jr.,Lance,Astros,RHP,17700000,5 (2022-26),85000000,17000000
2024,Berrios,Jose,Blue Jays,RHP,18000000,7 (2022-28),131000000,18714285.7143
2024,Ozuna,Marcell,Braves,DH,18000000,4 (2021-24),65000000,16250000
2024,Contreras,Willson,Cardinals,C,18000000,5 (2023-27),87500000,17500000
2024,Taillon,Jameson,Cubs,RHP,18000000,4 (2023-26),68000000,17000000
2024,Chapman,Matt,Giants,3B,18000000,3 (2024-26),54000000,18000000
2024,Conforto,Michael,Giants,OF,18000000,2 (2023-24),36000000,18000000
2024,Walker,Taijuan,Phillies,RHP,18000000,4 (2023-26),72000000,18000000
2024,Giolito,Lucas,Red Sox,RHP,18000000,2 (2024-25),38500000,19250000
2024,Diaz,Edwin,Mets,RHP,18256300,5 (2023-27),102000000,20400000
2024,Stroman,Marcus,Yankees,RHP,18500000,2 (2024-25),37000000,18500000
2024,Yoshida,Masataka,Red Sox,OF,18600000,5 (2023-27),90000000,18000000
2024,Hader,Josh,Astros,LHP,19000000,5 (2024-28),95000000,19000000
2024,Abreu,Jose,Astros,1B,19500000,3 (2023-25),58500000,19500000
2024,Guerrero Jr.,Vladimir,Blue Jays,1B,19900000,,,
2024,Morton,Charlie,Braves,RHP,20000000,,,
2024,Musgrove,Joe,Padres,RHP,20000000,5 (2023-27),100000000,20000000
2024,Castellanos,Nick,Phillies,OF,20000000,5 (2022-26),100000000,20000000
2024,Schwarber,Kyle,Phillies,DH,20000000,4 (2022-25),79000000,19750000
2024,Perez,Salvador,Royals,C,20000000,4 (2022-25),82000000,20500000
2024,Alonso,Pete,Mets,1B,20500000,,,
2024,Nimmo,Brandon,Mets,OF,20500000,8 (2023-30),162000000,20250000
2024,Marte,Starling,Mets,OF,20750000,4 (2022-25),78000000,19500000
2024,Riley,Austin,Braves,3B,21000000,10 (2023-32),212000000,21200000
2024,Happ,Ian,Cubs,OF,21000000,3 (2024-26),61000000,20333333
2024,Suzuki,Seiya,Cubs,OF,21000000,5 (2022-26),85000000,17000000
2024,Bassitt,Chris,Blue Jays,RHP,22000000,3 (2023-25),63000000,21000000
2024,Gausman,Kevin,Blue Jays,RHP,22000000,5 (2022-26),110000000,22000000
2024,Olson,Matt,Braves,1B,22000000,8 (2022-29),168000000,21000000
2024,Story,Trevor,Red Sox,SS,22500000,6 (2022-27),140000000,23333333.3333
2024,Ray,Robbie,Giants,LHP,23000000,5 (2022-26),115000000,23000000
2024,Hernandez,Teoscar,Dodgers,OF,23500000,,,
2024,Wheeler,Zack,Phillies,RHP,23500000,5 (2020-24),118000000,23600000
2024,Realmuto,JT,Phillies,C,23875000,5 (2021-25),115500000,23100000
2024,Castillo,Luis,Mariners,RHP,24150000,5 (2023-28),108000000,21600000
2024,Springer,George,Blue Jays,OF,24166667,6 (2021-26),150000000,25000000
2024,Yelich,Christian,Brewers,OF,24170234,9 (2020-28),215000000,23888888.8889
2024,Nola,Aaron,Phillies,RHP,24571428,7 (2024-30),172000000,24571429
2024,Moncada,Yoan,White Sox,3B,24800000,5 (2020-24),70000000,14000000
2024,Baez,Javier,Tigers,SS,25000000,6 (2022-27),140000000,23333333.3333
2024,Freeman,Freddie,Dodgers,1B,25144772,6 (2022-27),162000000,27000000
2024,Goldschmidt,Paul,Cardinals,1B,25333333,5 (2020-24),130000000,26000000
